listing_id,city,neighborhood,property_type,bedrooms,bathrooms,sqft,year_built,garage_spaces,has_pool,hoa_monthly_fee,list_price,zestimate,price_per_sqft,days_on_market,list_year
ZL100666,"Boston, MA",Jamaica Plain,Condo,1,3.0,1104,1999.0,1,0,55.0,586968,575346,531.67,33,2024
ZL100667,"Boston, MA",Mattapan,Townhouse,5,2.0,1810,2014.0,3,1,0.0,619067,669213,342.03,10,2021
ZL100668,"Boston, MA",Fenway,Condo,2,3.0,1433,2020.0,1,0,0.0,601718,606341,419.9,16,2021
ZL100669,"Boston, MA",Roxbury,Condo,5,2.5,2053,1958.0,0,0,135.0,693569,717513,337.83,102,2023
ZL100670,"Boston, MA",Charlestown,Single Family,3,2.0,2010,2015.0,2,1,,1492655,1450462,742.61,16,2022
ZL100671,"Boston, MA",South End,Townhouse,3,1.0,1789,2017.0,2,0,0.0,1412662,1370039,789.64,13,2022
ZL100672,"Boston, MA",Fenway,Condo,4,1.0,1503,1989.0,2,0,0.0,785707,868444,522.76,40,2023
ZL100673,"Boston, MA",Beacon Hill,Condo,5,2.0,2044,1992.0,2,0,0.0,1289258,1335408,630.75,11,2023
ZL100674,"Boston, MA",Jamaica Plain,Townhouse,4,3.0,1649,1968.0,0,0,0.0,763187,787504,462.82,3,2023
ZL100675,"Boston, MA",Allston/Brighton,Multi-Family,3,2.0,1418,1963.0,3,0,0.0,777263,761355,548.14,6,2023
ZL100676,"Boston, MA",Jamaica Plain,Condo,2,1.0,1614,1987.0,3,0,465.0,730208,721178,452.42,64,2022
ZL100677,"Boston, MA",Allston/Brighton,Townhouse,2,2.5,1364,2015.0,0,1,161.0,664429,674597,487.12,32,2024
ZL100678,"Boston, MA",Roxbury,Condo,2,3.0,991,1977.0,1,1,0.0,257156,260414,259.49,46,2022
ZL100679,"Boston, MA",South Boston,Condo,3,1.0,1890,1973.0,1,1,0.0,1044912,1030148,552.86,1,2024
ZL100680,"Boston, MA",South Boston,Multi-Family,2,3.0,1602,1999.0,1,0,0.0,1383474,1309523,863.59,14,2023
ZL100681,"Boston, MA",Mattapan,Condo,3,2.0,1341,2023.0,1,0,170.0,439476,445197,327.72,30,2023
ZL100682,"Boston, MA",Back Bay,Townhouse,3,2.5,1849,1969.0,0,0,0.0,1309414,1319293,708.17,25,2024
ZL100683,"Boston, MA",South Boston,Condo,4,2.0,2222,1969.0,2,1,266.0,1140429,1129501,513.24,5,2023
ZL100684,"Boston, MA",Charlestown,Multi-Family,1,1.5,1400,2012.0,1,1,0.0,1424530,1273988,1017.52,32,2023
ZL100685,"Boston, MA",Fenway,Condo,3,1.5,1823,2005.0,2,0,0.0,729603,708036,400.22,59,2022
ZL100686,"Boston, MA",Beacon Hill,Multi-Family,3,3.0,1713,2013.0,2,0,166.0,1479695,1459820,863.8,39,2022
ZL100687,"Boston, MA",Hyde Park,Condo,5,2.0,1741,1997.0,1,0,369.0,783889,846352,450.25,2,2024
ZL100688,"Boston, MA",Dorchester,Multi-Family,2,1.5,1395,2002.0,3,0,159.0,848604,814978,608.32,1,2023
ZL100689,"Boston, MA",Allston/Brighton,Single Family,2,1.0,1314,2005.0,0,1,0.0,878906,897890,668.88,79,2024
ZL100690,"Boston, MA",East Boston,Condo,3,2.0,1376,1966.0,2,0,0.0,498955,515585,362.61,8,2023
ZL100691,"Boston, MA",Roxbury,Multi-Family,4,1.5,1969,2018.0,2,0,0.0,1144553,1127106,581.29,13,2023
ZL100692,"Boston, MA",Dorchester,Townhouse,2,1.0,1424,1989.0,0,0,118.0,633284,609832,444.72,16,2023
ZL100693,"Boston, MA",Allston/Brighton,Condo,4,2.0,2261,1988.0,1,0,0.0,940142,994290,415.81,4,2024
ZL100694,"Boston, MA",Allston/Brighton,Multi-Family,3,3.5,1659,2017.0,1,1,0.0,1171517,1091421,706.16,10,2024
ZL100695,"Boston, MA",South End,Single Family,4,2.5,1917,1992.0,1,0,0.0,1551594,1573100,809.39,9,2023
ZL100696,"Boston, MA",Roslindale,Condo,3,2.0,1540,1996.0,1,0,128.0,484559,476671,314.65,38,2021
ZL100697,"Boston, MA",Dorchester,Townhouse,2,2.5,1777,2019.0,0,0,0.0,964506,922585,542.77,67,2024
ZL100698,"Boston, MA",Back Bay,Condo,2,2.5,1026,1977.0,1,1,0.0,596361,575036,581.25,16,2022
ZL100699,"Boston, MA",Roxbury,Townhouse,4,2.0,2119,1991.0,0,0,557.0,762175,761834,359.69,10,2023
ZL100700,"Boston, MA",Beacon Hill,Single Family,3,2.5,1247,2009.0,2,0,555.0,900022,999685,721.75,17,2021
ZL100701,"Boston, MA",Beacon Hill,Townhouse,2,1.5,1337,2012.0,2,0,462.0,954674,881126,714.04,14,2022
ZL100702,"Boston, MA",Hyde Park,Condo,2,4.0,1484,1959.0,2,1,359.0,493351,493748,332.45,31,2023
ZL100703,"Boston, MA",Roxbury,Condo,3,2.5,1832,1985.0,1,0,0.0,489881,475968,267.4,96,2021
ZL100704,"Boston, MA",Charlestown,Multi-Family,3,3.0,1674,2013.0,2,1,405.0,1412904,1405813,844.03,6,2023
ZL100705,"Boston, MA",Dorchester,Single Family,2,1.5,1065,1993.0,0,0,0.0,499033,487460,468.58,2,2022
ZL100706,"Boston, MA",Roxbury,Townhouse,2,2.0,1494,1968.0,3,0,0.0,601475,582325,402.59,20,2023
ZL100707,"Boston, MA",Hyde Park,Condo,5,3.0,1830,2013.0,0,0,384.0,806881,819817,440.92,7,2024
ZL100708,"Boston, MA",South Boston,Townhouse,2,4.0,1552,2019.0,0,0,0.0,1149484,1200424,740.65,19,2024
ZL100709,"Boston, MA",Roxbury,Multi-Family,3,3.0,1716,2013.0,2,0,328.0,911275,975710,531.05,15,2023
ZL100710,"Boston, MA",East Boston,Multi-Family,3,2.0,1462,1984.0,1,0,0.0,838345,830232,573.42,19,2022
ZL100711,"Boston, MA",Roslindale,Townhouse,3,2.5,1212,1969.0,2,1,0.0,461555,475401,380.82,3,2023
ZL100712,"Boston, MA",Mattapan,Multi-Family,5,2.0,2114,1983.0,1,1,489.0,905134,922737,428.16,86,2021
ZL100713,"Boston, MA",Allston/Brighton,Condo,2,3.0,2032,2002.0,2,0,0.0,766784,748426,377.35,7,2023
ZL100714,"Boston, MA",Allston/Brighton,Multi-Family,2,1.0,1620,2018.0,2,1,0.0,1100215,1111551,679.15,68,2023
ZL100715,"Boston, MA",Roxbury,Condo,3,2.0,1347,1984.0,2,0,0.0,426579,442321,316.69,41,2023
ZL100716,"Boston, MA",Back Bay,Condo,2,2.0,1003,1978.0,0,0,0.0,693576,694418,691.5,65,2024
ZL100717,"Boston, MA",South Boston,Townhouse,3,1.5,1684,1970.0,0,1,0.0,893971,926695,530.86,35,2021
ZL100718,"Boston, MA",Beacon Hill,Condo,4,3.5,2124,2010.0,2,0,115.0,1378765,1276279,649.14,8,2024
ZL100719,"Boston, MA",Hyde Park,Condo,4,2.5,1693,1984.0,1,1,255.0,556956,563082,328.98,22,2024
ZL100720,"Boston, MA",Mattapan,Townhouse,2,2.0,1694,2014.0,2,0,460.0,610477,655604,360.38,16,2023
ZL100721,"Boston, MA",Charlestown,Multi-Family,4,2.0,2067,1999.0,2,0,0.0,1867247,1848600,903.36,5,2023
ZL100722,"Boston, MA",Charlestown,Condo,4,1.0,1794,1985.0,2,0,596.0,880037,863637,490.54,23,2023
ZL100723,"Boston, MA",East Boston,Condo,2,4.0,1286,2016.0,2,0,0.0,538408,551465,418.67,8,2022
ZL100724,"Boston, MA",Back Bay,Condo,4,3.0,1640,1999.0,1,1,412.0,1189507,1169027,725.31,81,2023
ZL100725,"Boston, MA",Fenway,Single Family,2,2.0,1902,2014.0,1,0,0.0,1319126,1324580,693.55,25,2023
ZL100726,"Boston, MA",Allston/Brighton,Townhouse,3,3.5,1443,,2,0,0.0,671868,684181,465.6,41,2024
ZL100727,"Boston, MA",Jamaica Plain,Condo,2,1.0,1709,1992.0,1,0,0.0,737240,749227,431.39,13,2023
ZL100728,"Boston, MA",Roxbury,Condo,1,3.0,1404,2002.0,1,1,290.0,543128,541587,386.84,20,2023
ZL100729,"Boston, MA",Dorchester,Single Family,3,4.0,1910,,2,0,0.0,1146938,1189574,600.49,7,2024
ZL100730,"Boston, MA",Allston/Brighton,Condo,2,1.5,1166,1991.0,2,0,0.0,422622,427093,362.45,14,2022
ZL100731,"Boston, MA",Dorchester,Multi-Family,4,3.5,1835,1991.0,2,1,0.0,1193211,1225522,650.25,33,2024
ZL100732,"Boston, MA",Roslindale,Multi-Family,3,3.0,1656,1994.0,2,0,0.0,826094,832276,498.85,10,2021
ZL100733,"Boston, MA",Hyde Park,Condo,3,2.0,1707,2001.0,2,1,0.0,648285,612382,379.78,8,2024
ZL100734,"Boston, MA",Jamaica Plain,Condo,4,2.0,1117,2022.0,1,0,0.0,504300,516142,451.48,9,2022
ZL100735,"Boston, MA",East Boston,Townhouse,2,2.0,1401,2011.0,3,0,0.0,586796,579026,418.84,1,2022
ZL100736,"Boston, MA",Roslindale,Townhouse,2,3.5,1513,2023.0,1,0,0.0,714456,686500,472.21,70,2024
ZL100737,"Boston, MA",West Roxbury,Multi-Family,4,1.0,1977,2009.0,2,0,337.0,1206862,1133998,610.45,69,2021
ZL100738,"Boston, MA",Jamaica Plain,Condo,2,1.0,1103,2016.0,3,1,,529498,549752,480.05,32,2023
ZL100739,"Boston, MA",South End,Condo,3,2.0,1979,1955.0,3,0,123.0,1105491,1138735,558.61,18,2024
ZL100740,"Boston, MA",East Boston,Single Family,3,2.0,1658,1996.0,0,0,452.0,950781,940574,573.45,147,2022
ZL100741,"Boston, MA",South End,Single Family,3,3.0,1699,1993.0,2,1,0.0,1277618,1266617,751.98,14,2024
ZL100742,"Boston, MA",Beacon Hill,Single Family,3,1.0,1347,1994.0,1,0,,1065485,1046487,791.01,8,2024
ZL100743,"Boston, MA",Mattapan,Townhouse,2,3.5,1321,2015.0,1,0,291.0,445418,461635,337.18,4,2021
ZL100744,"Boston, MA",Roslindale,Condo,4,2.0,1389,1991.0,1,0,0.0,608531,581588,438.11,14,2024
ZL100745,"Boston, MA",Fenway,Single Family,4,3.0,2153,1982.0,0,0,0.0,1057524,1086527,491.19,11,2021
ZL100746,"Boston, MA",South End,Condo,4,2.0,2102,2002.0,1,0,0.0,1301051,1280052,618.96,9,2023
ZL100747,"Boston, MA",Dorchester,Townhouse,3,2.0,1815,2023.0,2,0,0.0,817129,821563,450.21,41,2023
ZL100748,"Boston, MA",Beacon Hill,Townhouse,1,2.0,1253,2010.0,0,0,182.0,883634,832041,705.21,7,2023
ZL100749,"Boston, MA",Charlestown,Condo,1,3.0,1415,1997.0,2,0,132.0,827595,780664,584.87,20,2023
ZL100750,"Boston, MA",South Boston,Condo,4,3.0,1850,1973.0,0,0,0.0,977752,947134,528.51,37,2024
ZL100751,"Boston, MA",South End,Single Family,2,3.0,1336,2020.0,2,0,0.0,1096186,1141960,820.5,17,2021
ZL100752,"Boston, MA",Dorchester,Condo,3,3.0,1749,2000.0,0,0,191.0,714140,705614,408.31,11,2023
ZL100753,"Boston, MA",Allston/Brighton,Multi-Family,3,3.0,1530,2006.0,2,0,0.0,1100138,1159347,719.04,19,2024
ZL100754,"Boston, MA",Roxbury,Townhouse,3,1.0,1625,2012.0,2,0,218.0,597174,615804,367.49,29,2022
ZL100755,"Boston, MA",West Roxbury,Condo,1,1.0,915,1964.0,2,0,0.0,380975,383847,416.37,57,2024
ZL100756,"Boston, MA",East Boston,Condo,2,3.0,1206,1970.0,2,0,573.0,426100,417844,353.32,3,2021
ZL100757,"Boston, MA",West Roxbury,Condo,2,3.0,1254,2008.0,3,0,570.0,630534,607355,502.82,6,2024
ZL100758,"Boston, MA",Roslindale,Multi-Family,2,2.5,1616,2012.0,1,1,0.0,815650,835831,504.73,47,2021
ZL100759,"Boston, MA",Back Bay,Townhouse,3,1.0,2106,2005.0,2,0,0.0,1504959,1517581,714.61,37,2021
ZL100760,"Boston, MA",Allston/Brighton,Multi-Family,5,2.5,2045,2014.0,2,0,0.0,1186535,1176795,580.21,18,2022
ZL100761,"Boston, MA",Roslindale,Condo,4,2.0,1763,1991.0,2,0,0.0,559852,601380,317.56,21,2022
ZL100762,"Boston, MA",Roslindale,Condo,3,3.0,1338,1980.0,1,0,295.0,464226,456796,346.96,21,2023
ZL100763,"Boston, MA",Back Bay,Multi-Family,3,2.0,1464,1988.0,2,0,0.0,1395733,1389734,953.37,39,2022
ZL100764,"Boston, MA",Roslindale,Townhouse,2,2.0,2025,1988.0,0,0,0.0,852366,851310,420.92,8,2023
ZL100765,"Boston, MA",East Boston,Condo,2,3.0,1430,2023.0,0,1,0.0,608302,597159,425.39,21,2022
ZL100766,"Boston, MA",East Boston,Multi-Family,3,2.0,1783,2005.0,2,0,0.0,1101081,1033189,617.54,4,2023
ZL100767,"Boston, MA",Dorchester,Condo,2,3.0,1423,2008.0,2,0,393.0,517974,494729,364.0,71,2023
ZL100768,"Boston, MA",Roxbury,Townhouse,3,3.5,1444,2022.0,2,0,0.0,611726,638986,423.63,22,2023
ZL100769,"Boston, MA",Back Bay,Condo,1,3.0,1191,1974.0,2,0,0.0,528475,558405,443.72,28,2021
ZL100770,"Boston, MA",Back Bay,Multi-Family,2,1.0,1763,2016.0,2,1,0.0,2317971,2317914,1314.79,49,2024
ZL100771,"Boston, MA",Back Bay,Condo,4,2.0,2119,1997.0,2,0,73.0,1259485,1210866,594.38,13,2024
ZL100772,"Boston, MA",Roxbury,Single Family,2,2.0,1246,2003.0,2,0,0.0,623316,636445,500.25,27,2024
ZL100773,"Boston, MA",East Boston,Single Family,2,2.0,1621,1998.0,2,0,577.0,793141,774010,489.29,19,2021
ZL100774,"Boston, MA",Fenway,Condo,3,2.5,1615,2021.0,3,0,0.0,771348,746365,477.61,9,2024
ZL100775,"Boston, MA",South Boston,Condo,4,3.5,1965,1952.0,1,1,309.0,886959,888192,451.38,3,2023
ZL100776,"Boston, MA",East Boston,Townhouse,4,2.0,1938,2017.0,2,0,0.0,959969,957841,495.34,116,2023
ZL100777,"Boston, MA",Fenway,Condo,3,3.0,1574,2013.0,1,1,0.0,703706,722600,447.08,13,2023
ZL100778,"Boston, MA",Fenway,Townhouse,2,3.0,1923,2004.0,1,1,0.0,990006,1003665,514.82,11,2024
ZL100779,"Boston, MA",Jamaica Plain,Multi-Family,3,1.0,1620,2006.0,1,1,0.0,1156028,1125665,713.6,8,2022
ZL100780,"Boston, MA",Jamaica Plain,Condo,2,2.5,1328,,1,0,0.0,584622,628948,440.23,26,2022
ZL100781,"Boston, MA",Charlestown,Multi-Family,3,2.0,1572,1980.0,1,0,0.0,1113275,1024137,708.19,6,2022
ZL100782,"Boston, MA",Back Bay,Townhouse,5,1.0,1997,1968.0,2,0,,1349103,1298113,675.56,29,2023
ZL100783,"Boston, MA",Roxbury,Townhouse,2,3.0,1430,1979.0,3,0,0.0,611542,586788,427.65,117,2023
ZL100784,"Boston, MA",Charlestown,Multi-Family,3,2.5,1300,1994.0,2,0,0.0,1074665,1067279,826.67,57,2023
ZL100785,"Boston, MA",Dorchester,Condo,3,1.5,1573,1990.0,2,0,164.0,448983,441585,285.43,19,2021
ZL100786,"Boston, MA",Jamaica Plain,Condo,3,4.0,1480,2005.0,1,0,226.0,670740,659429,453.2,59,2024
ZL100787,"Boston, MA",Roxbury,Townhouse,5,2.5,2291,1992.0,2,0,324.0,838615,832085,366.05,18,2022
ZL100788,"Boston, MA",West Roxbury,Townhouse,2,2.0,918,2010.0,2,1,187.0,500286,510830,544.97,10,2024
ZL100789,"Boston, MA",West Roxbury,Condo,2,3.0,983,1981.0,2,1,0.0,358196,370318,364.39,11,2023
ZL100790,"Boston, MA",Allston/Brighton,Condo,2,2.5,1840,1998.0,1,0,0.0,679842,657561,369.48,8,2022
ZL100791,"Boston, MA",Roxbury,Multi-Family,1,3.0,1479,2022.0,2,0,0.0,854989,822391,578.09,5,2024
ZL100792,"Boston, MA",West Roxbury,Townhouse,1,2.5,1273,2022.0,1,0,291.0,651894,664016,512.09,12,2024
ZL100793,"Boston, MA",South Boston,Condo,4,2.0,2092,2005.0,1,0,270.0,1286296,1304182,614.86,6,2023
ZL100794,"Boston, MA",Dorchester,Single Family,3,2.5,1595,2000.0,2,0,138.0,846949,802276,531.0,19,2024
ZL100795,"Boston, MA",East Boston,Townhouse,3,3.0,1315,2009.0,1,0,57.0,559659,570823,425.6,7,2021
ZL100796,"Boston, MA",Fenway,Single Family,2,3.0,1581,2018.0,2,0,0.0,927809,834913,586.85,4,2021
ZL100797,"Boston, MA",South Boston,Townhouse,3,1.0,1467,2008.0,3,0,328.0,1126899,1135533,768.17,18,2023
ZL100798,"Boston, MA",South End,Single Family,3,2.0,1147,2007.0,1,0,210.0,831680,844703,725.09,22,2022
ZL100799,"Boston, MA",Allston/Brighton,Condo,2,2.5,1829,2011.0,3,0,518.0,870349,891384,475.86,33,2023
ZL100800,"Boston, MA",Beacon Hill,Single Family,3,2.5,1556,1990.0,1,0,547.0,1380629,1446281,887.29,29,2022
ZL100801,"Boston, MA",South End,Multi-Family,2,2.5,1233,,2,0,0.0,1289071,1254425,1045.48,43,2024
ZL100802,"Boston, MA",Hyde Park,Condo,4,2.0,1960,1951.0,2,0,281.0,614668,602732,313.61,15,2022
ZL100803,"Boston, MA",Roxbury,Condo,4,2.0,1542,1998.0,2,0,205.0,432528,442358,280.5,9,2022
ZL100804,"Boston, MA",Allston/Brighton,Single Family,3,1.5,2100,1984.0,1,0,294.0,1095873,1091955,521.84,43,2023
ZL100805,"Boston, MA",South Boston,Townhouse,2,2.5,1291,1959.0,2,0,85.0,867050,889017,671.61,59,2023
ZL100806,"Boston, MA",Back Bay,Condo,3,3.5,1391,1996.0,3,0,0.0,787309,754548,566.0,4,2022
ZL100807,"Boston, MA",Beacon Hill,Multi-Family,2,2.0,1345,1986.0,2,0,68.0,1119197,1145146,832.12,48,2021
ZL100808,"Boston, MA",Allston/Brighton,Townhouse,4,1.0,1892,2008.0,2,1,166.0,732305,690382,387.05,12,2021
ZL100809,"Boston, MA",South Boston,Multi-Family,2,1.0,919,2021.0,2,1,457.0,961873,969621,1046.65,9,2023
ZL100810,"Boston, MA",Mattapan,Condo,3,3.5,1841,1993.0,2,0,0.0,583207,618393,316.79,23,2021
ZL100811,"Boston, MA",Roxbury,Multi-Family,2,1.5,1149,2001.0,0,0,172.0,596695,574226,519.32,1,2023
ZL100812,"Boston, MA",Hyde Park,Townhouse,3,1.0,1553,2005.0,3,0,558.0,639064,694272,411.5,61,2021
ZL100813,"Boston, MA",Dorchester,Condo,3,2.5,1369,2007.0,2,0,0.0,537172,584644,392.38,26,2023
ZL100814,"Boston, MA",Roxbury,Townhouse,2,2.0,1299,1978.0,2,0,0.0,440788,455729,339.33,6,2021
ZL100815,"Boston, MA",South Boston,Townhouse,3,1.5,1810,2008.0,0,0,318.0,1082315,1126371,597.96,27,2021
ZL100816,"Boston, MA",Mattapan,Condo,4,2.5,1927,1967.0,1,0,525.0,553370,476910,287.17,8,2024
ZL100817,"Boston, MA",Fenway,Multi-Family,4,2.0,1799,1975.0,2,1,195.0,1281677,1269994,712.44,6,2024
ZL100818,"Boston, MA",West Roxbury,Condo,2,2.5,1049,2012.0,3,0,0.0,457112,453076,435.76,3,2023
ZL100819,"Boston, MA",South End,Townhouse,4,2.5,1553,2010.0,3,0,0.0,1064791,1123952,685.63,14,2024
ZL100820,"Boston, MA",Fenway,Single Family,3,2.0,1496,2000.0,0,1,567.0,866463,850228,579.19,15,2021
ZL100821,"Boston, MA",Dorchester,Multi-Family,2,2.0,1397,1986.0,3,0,0.0,734364,715492,525.67,6,2022
ZL100822,"Boston, MA",Beacon Hill,Townhouse,1,3.0,921,1985.0,3,1,301.0,701309,700472,761.46,32,2023
ZL100823,"Boston, MA",Jamaica Plain,Condo,2,1.5,1531,2016.0,1,0,286.0,594781,582087,388.49,20,2021
ZL100824,"Boston, MA",East Boston,Multi-Family,2,1.0,1114,1979.0,2,0,130.0,707055,679362,634.7,1,2024
ZL100825,"Boston, MA",Beacon Hill,Single Family,5,4.0,1986,1994.0,0,1,214.0,1539922,1572579,775.39,3,2021
ZL100826,"Boston, MA",Fenway,Multi-Family,1,3.5,566,1989.0,3,1,270.0,394973,405813,697.83,9,2022
ZL100827,"Boston, MA",Charlestown,Condo,4,2.0,1467,1965.0,2,0,0.0,787834,750918,537.04,67,2023
ZL100828,"Boston, MA",East Boston,Single Family,2,3.0,1552,1988.0,2,0,0.0,908146,868409,585.15,18,2024
ZL100829,"Boston, MA",Allston/Brighton,Townhouse,3,2.5,1518,2002.0,1,0,0.0,723283,720335,476.47,20,2023
ZL100830,"Boston, MA",Jamaica Plain,Multi-Family,2,1.5,1709,2008.0,2,0,0.0,1150395,1152734,673.14,74,2023
ZL100831,"Boston, MA",Hyde Park,Condo,4,1.5,1872,1987.0,0,0,421.0,541713,525659,289.38,55,2021
ZL100832,"Boston, MA",Mattapan,Townhouse,5,3.0,1986,2009.0,2,1,0.0,692981,711112,348.93,8,2022
ZL100833,"Boston, MA",Back Bay,Multi-Family,2,3.0,1104,2014.0,2,0,0.0,1319172,1238768,1194.9,1,2023
ZL100834,"Boston, MA",Allston/Brighton,Townhouse,4,1.5,2037,1958.0,0,0,0.0,890579,884324,437.2,7,2022
ZL100835,"Boston, MA",Dorchester,Townhouse,4,2.0,1845,2007.0,1,0,383.0,815246,826718,441.87,33,2023
ZL100836,"Boston, MA",Allston/Brighton,Condo,2,2.5,1280,2002.0,2,0,502.0,605269,598055,472.87,14,2022
ZL100837,"Boston, MA",Fenway,Condo,3,1.5,1723,1957.0,1,0,69.0,630081,634994,365.69,5,2022
ZL100838,"Boston, MA",Fenway,Condo,3,2.0,1621,2000.0,2,0,0.0,754979,804020,465.75,4,2023
ZL100839,"Boston, MA",Charlestown,Townhouse,2,2.5,1358,1978.0,1,0,0.0,832222,890104,612.83,3,2022
ZL100840,"Boston, MA",Fenway,Townhouse,3,1.5,1666,1990.0,2,0,569.0,877819,888879,526.9,15,2021
ZL100841,"Boston, MA",Charlestown,Townhouse,2,2.5,1556,1985.0,1,0,0.0,918812,933610,590.5,18,2024
ZL100842,"Boston, MA",South End,Single Family,3,2.5,1539,1982.0,2,0,377.0,994988,983089,646.52,32,2023
ZL100843,"Boston, MA",South End,Multi-Family,3,2.5,1390,1982.0,3,0,260.0,1433126,1466540,1031.03,2,2023
ZL100844,"Boston, MA",Hyde Park,Townhouse,4,2.5,1729,2001.0,3,0,0.0,754337,740257,436.29,9,2023
ZL100845,"Boston, MA",Back Bay,Multi-Family,3,4.0,1517,1993.0,3,1,0.0,1598314,1640687,1053.6,6,2023
ZL100846,"Boston, MA",Back Bay,Single Family,4,3.0,1514,2019.0,2,0,556.0,1821912,1868689,1203.38,37,2024
ZL100847,"Boston, MA",South End,Single Family,2,2.5,1304,2011.0,2,0,0.0,1222700,1087355,937.65,17,2024
ZL100848,"Boston, MA",Allston/Brighton,Condo,4,3.5,1838,1978.0,3,0,0.0,630364,663074,342.96,49,2024
ZL100849,"Boston, MA",Fenway,Multi-Family,2,1.5,1380,1998.0,1,1,,1189625,1184695,862.05,29,2024
ZL100850,"Boston, MA",Hyde Park,Townhouse,3,3.0,2398,2013.0,3,0,531.0,1042409,953833,434.7,6,2022
ZL100851,"Boston, MA",Roslindale,Single Family,2,2.0,1538,1979.0,2,0,164.0,657879,617726,427.75,27,2021
ZL100852,"Boston, MA",Dorchester,Townhouse,2,2.0,1238,1983.0,2,1,0.0,452485,453445,365.5,24,2022
ZL100853,"Boston, MA",West Roxbury,Condo,2,2.0,1350,1975.0,2,1,0.0,440654,422006,326.41,72,2021
ZL100854,"Boston, MA",South End,Multi-Family,5,1.0,1968,1979.0,2,0,0.0,1419862,1436945,721.47,4,2022
ZL100855,"Boston, MA",West Roxbury,Multi-Family,4,2.5,1808,2018.0,3,1,0.0,1136206,1135260,628.43,33,2021
ZL100856,"Boston, MA",Charlestown,Single Family,4,2.0,1478,,1,0,440.0,1112132,1053954,752.46,6,2023
ZL100857,"Boston, MA",Roslindale,Single Family,3,2.5,1964,2003.0,2,0,0.0,1037783,1033181,528.4,35,2024
ZL100858,"Boston, MA",Jamaica Plain,Townhouse,2,2.5,1231,,2,0,0.0,579662,632878,470.89,39,2021
ZL100859,"Boston, MA",Charlestown,Condo,2,2.5,1369,1992.0,1,0,0.0,803197,756077,586.7,1,2023
ZL100860,"Boston, MA",Fenway,Townhouse,3,2.0,1612,2009.0,2,0,0.0,791156,818086,490.79,44,2022
ZL100861,"Boston, MA",Fenway,Single Family,5,2.0,2219,1990.0,3,0,0.0,1306954,1328496,588.98,49,2024
ZL100862,"Boston, MA",Roslindale,Single Family,3,3.5,1098,1962.0,3,0,0.0,539600,557264,491.44,95,2023
ZL100863,"Boston, MA",Back Bay,Townhouse,2,3.0,1305,1998.0,0,0,57.0,1063573,1050056,815.0,52,2022
ZL100864,"Boston, MA",Mattapan,Condo,4,2.0,1778,2018.0,3,1,0.0,550497,538225,309.62,4,2022
ZL100865,"Boston, MA",Roxbury,Condo,3,3.0,1045,1998.0,2,0,0.0,341514,350251,326.81,23,2021
ZL100866,"Boston, MA",Fenway,Condo,4,2.0,2318,2014.0,3,1,0.0,1110542,1108767,479.09,19,2022
ZL100867,"Boston, MA",Back Bay,Townhouse,1,2.0,541,2017.0,1,1,501.0,452804,459602,836.98,12,2023
ZL100868,"Boston, MA",South End,Single Family,2,1.5,1275,1971.0,3,0,0.0,875476,846977,686.65,103,2023
ZL100869,"Boston, MA",Roslindale,Condo,3,3.0,1655,2021.0,1,1,0.0,706281,687526,426.76,3,2024
ZL100870,"Boston, MA",Roxbury,Condo,1,2.5,1074,1992.0,0,1,0.0,326963,338000,304.43,83,2021
ZL100871,"Boston, MA",Charlestown,Condo,3,1.5,1539,2019.0,1,0,415.0,1003730,965584,652.2,21,2024
ZL100872,"Boston, MA",Hyde Park,Townhouse,3,3.0,1807,2007.0,1,0,,824510,834135,456.29,18,2024
ZL100873,"Boston, MA",Dorchester,Condo,3,2.0,1740,2023.0,1,1,0.0,520440,514862,299.1,5,2022
ZL100874,"Boston, MA",South End,Townhouse,2,1.0,1542,1996.0,0,0,393.0,1073313,1065237,696.05,17,2024
ZL100875,"Boston, MA",Hyde Park,Multi-Family,2,2.0,1504,2018.0,0,1,,846282,872165,562.69,8,2024
ZL100876,"Boston, MA",Roxbury,Multi-Family,3,2.5,1176,1963.0,2,0,0.0,534580,524893,454.57,2,2023
ZL100877,"Boston, MA",Jamaica Plain,Condo,2,3.0,1726,1976.0,3,0,0.0,757825,803811,439.06,3,2021
ZL100878,"Boston, MA",Jamaica Plain,Condo,3,3.5,1761,2021.0,2,0,0.0,887508,976553,503.98,67,2024
ZL100879,"Boston, MA",Dorchester,Condo,3,1.0,2061,2005.0,1,0,0.0,836009,827589,405.63,58,2024
ZL100880,"Boston, MA",Jamaica Plain,Townhouse,5,3.0,2341,2021.0,2,0,0.0,1529824,1690633,653.49,77,2024
ZL100881,"Boston, MA",Allston/Brighton,Condo,2,2.5,1820,1983.0,1,0,545.0,786142,779542,431.95,6,2024
ZL100882,"Boston, MA",East Boston,Single Family,2,3.0,1599,1988.0,2,1,577.0,885402,867619,553.72,6,2024
ZL100883,"Boston, MA",South Boston,Condo,5,2.0,2170,2010.0,3,1,0.0,1351116,1313478,622.63,16,2022
ZL100884,"Boston, MA",Fenway,Condo,4,3.0,1404,2017.0,1,0,231.0,798446,786028,568.69,31,2023
ZL100885,"Boston, MA",Jamaica Plain,Condo,2,2.0,1058,1983.0,0,0,0.0,455131,475604,430.18,32,2024
ZL100886,"Boston, MA",East Boston,Single Family,5,3.0,2118,2000.0,2,0,81.0,1036765,999570,489.5,49,2023
